t,x,y,u,v,p
1.860000000000000142e+01,4.181818181818181657e+00,2.000000000000000000e+00,9.706672872594139800e-01,-1.096845317209268339e-01,-2.410053052795956517e-03
1.140000000000000036e+01,4.959595959595959336e+00,6.122448979591834650e-01,6.891701650959676240e-01,3.560335895880799018e-01,-3.365950214969280763e-02
1.450000000000000000e+01,1.424242424242424310e+00,-2.857142857142858094e-01,2.447739504768509100e-02,-3.124143205144696567e-01,-2.673494427897874504e-01
8.900000000000000355e+00,1.141414141414141437e+00,6.122448979591834650e-01,7.962161414142304716e-01,-1.856245885294640630e-01,-4.793363390582753847e-01
1.690000000000000213e+01,2.626262626262626299e+00,1.183673469387754640e+00,1.059293859120919112e+00,-2.809400190465867753e-01,-9.760146034117789249e-02
1.560000000000000142e+01,4.464646464646464530e+00,-1.428571428571428603e+00,8.830653977620144257e-01,1.990986572409329247e-01,4.360436184738179267e-03
1.090000000000000036e+01,1.848484848484848397e+00,-2.857142857142858094e-01,-1.616557298382909069e-01,2.591077339693430570e-01,-2.322476658425271789e-01
7.000000000000000000e+00,2.060606060606060552e+00,-6.938775510204082675e-01,9.722254892517523395e-01,4.414853779539168466e-01,-2.328511310903335907e-01
1.300000000000000000e+01,7.858585858585858119e+00,5.306122448979588846e-01,9.033172341727082610e-01,1.940278096465488655e-01,-1.800158512271302635e-01
1.310000000000000142e+01,5.101010101010101216e+00,1.265306122448979220e+00,8.191891999979372674e-01,-1.569030862502701351e-01,1.159785554403062850e-02
1.330000000000000071e+01,1.282828282828282873e+00,-1.755102040816326481e+00,1.165236428333947583e+00,4.523842926512071372e-02,-1.365602055831749428e-01
4.700000000000000178e+00,2.272727272727272485e+00,1.428571428571428381e+00,1.084091624949064636e+00,-1.909930548880613699e-01,-1.029419971287255237e-01
5.600000000000000533e+00,2.414141414141414366e+00,6.938775510204080454e-01,1.083986964728277380e+00,-3.709096275067718662e-01,-3.089509476974607316e-01
1.869999999999999929e+01,4.252525252525252597e+00,-1.183673469387755084e+00,8.487636037725088123e-01,-3.029155139095756621e-01,8.250871968105239970e-03
1.120000000000000107e+01,4.747474747474747403e+00,-8.571428571428572063e-01,1.017958404870296540e+00,3.799382040263857285e-01,-6.978412242216663897e-02
5.400000000000000355e+00,1.707070707070707183e+00,1.918367346938775420e+00,1.161048865466561608e+00,-5.105144146527410692e-02,-1.009498300738208149e-01
1.250000000000000000e+01,5.383838383838384090e+00,-1.755102040816326481e+00,1.134783575913231424e+00,1.309299628955304107e-01,-1.920016436843085747e-02
1.080000000000000071e+01,3.191919191919192045e+00,-1.020408163265306145e+00,1.186744412233033952e+00,-4.629991749783792659e-02,-1.213567266611233486e-01
1.500000000000000000e+01,1.848484848484848397e+00,-6.122448979591836871e-01,6.048526826632575348e-01,-1.795777088498057561e-01,-2.283688571021188773e-01
1.110000000000000142e+01,2.979797979797979668e+00,1.591836734693877098e+00,9.723395712936747648e-01,-1.577372600724799290e-01,-3.303599379274195502e-02
9.400000000000000355e+00,6.161616161616161769e+00,1.346938775510203801e+00,9.405503638841973268e-01,-2.313639105628067238e-01,-8.495674068187025404e-03
8.400000000000000355e+00,3.050505050505050608e+00,2.000000000000000000e+00,1.103231063695364833e+00,2.872185856522992131e-02,-1.065335688396177802e-02
5.700000000000000178e+00,5.383838383838384090e+00,-1.102040816326530726e+00,9.569107988403511289e-01,3.263074305234956451e-01,-2.569194953737435200e-02
5.000000000000000000e+00,1.565656565656565746e+00,-1.224489795918368706e-01,-2.038729947000635645e-01,3.691158726633798626e-01,-3.385678763065234076e-01
1.300000000000000044e+00,7.363636363636363313e+00,4.081632653061229021e-02,7.878317759426730627e-01,4.366748228083557892e-01,-8.952546252805959615e-02
9.400000000000000355e+00,4.535353535353534582e+00,3.673469387755101678e-01,6.826454106078018169e-01,4.415388903587913472e-01,-1.778977927878809262e-01
1.700000000000000178e+00,7.151515151515151381e+00,1.510204081632652962e+00,8.782841438654914734e-01,2.433812066791411211e-01,9.663354405820816923e-03
1.869999999999999929e+01,5.595959595959596022e+00,-4.489795918367347483e-01,9.285890089473831654e-01,3.564393427548843141e-01,-1.856577328096832569e-01
1.130000000000000071e+01,2.696969696969696795e+00,-4.489795918367347483e-01,2.038313007735320093e-01,-2.732094404734008997e-01,-6.357998306661163945e-02
1.230000000000000071e+01,4.040404040404039776e+00,-2.000000000000000000e+00,1.159598196584521901e+00,-1.634227076896639999e-02,5.309807688367760084e-03
3.500000000000000000e+00,1.353535353535353591e+00,3.673469387755101678e-01,3.907300362587469156e-01,-1.363588800134671319e-01,-5.326109351846380902e-01
1.900000000000000133e+00,6.868686868686868507e+00,1.510204081632652962e+00,8.006692423914905099e-01,1.471578069086315332e-01,2.249448344784683168e-02
1.150000000000000000e+01,6.161616161616161769e+00,-1.836734693877551061e+00,9.183378442416501031e-01,7.349297599120775681e-02,2.283643095719633392e-02
9.800000000000000711e+00,4.393939393939393590e+00,2.857142857142855874e-01,6.764849734419379201e-01,5.309295159437847911e-01,-9.597519720120174791e-02
1.330000000000000071e+01,7.080808080808080440e+00,-2.857142857142858094e-01,8.349828459577124384e-01,4.058872827127900096e-01,-6.279399409803025633e-02
1.530000000000000071e+01,7.151515151515151381e+00,8.571428571428567622e-01,6.888386372872143948e-01,-2.272204206653442582e-01,-1.753059494450852004e-02
5.700000000000000178e+00,1.212121212121212155e+00,-1.836734693877551061e+00,1.100530568935001785e+00,3.301116207166789052e-02,-1.124267272889317992e-01
1.030000000000000071e+01,7.717171717171717127e+00,9.387755102040813426e-01,7.639731626176232693e-01,-2.446989064561159999e-01,-1.171771544032357976e-02
1.800000000000000044e+00,5.949494949494948948e+00,4.489795918367343042e-01,5.858052970414205918e-01,-1.216759875321592327e-01,-7.555147831777640766e-02
8.000000000000000000e+00,5.101010101010101216e+00,7.755102040816326259e-01,8.864383365496444345e-01,-3.582460792966575824e-01,-3.361520452689091554e-02
1.619999999999999929e+01,7.575757575757575246e+00,-1.183673469387755084e+00,1.019176938159826351e+00,-3.577553703245112127e-01,-5.469083735421145093e-02
1.520000000000000107e+01,7.646464646464646187e+00,1.020408163265305923e+00,7.178410223653094446e-01,7.042530662194279589e-02,-5.087762583885008932e-03
1.970000000000000284e+01,6.797979797979797567e+00,-8.571428571428572063e-01,1.041394381141288683e+00,4.136209647581413629e-01,-8.561522714680325219e-02
3.100000000000000089e+00,5.666666666666666075e+00,1.510204081632652962e+00,9.806708454777492978e-01,-2.259291618908138288e-01,-7.055331296851092941e-03
1.780000000000000071e+01,1.565656565656565746e+00,-1.183673469387755084e+00,1.103754486329477924e+00,1.614167405205117756e-01,-1.629823344637876537e-01
2.800000000000000266e+00,7.929292929292929060e+00,1.224489795918364266e-01,8.351380070217073737e-01,4.264022409776664357e-01,-6.921957997974576005e-02
1.080000000000000071e+01,5.101010101010101216e+00,1.428571428571428381e+00,9.201149959673268208e-01,2.636153090816651945e-01,9.758023707553411044e-03
1.080000000000000071e+01,6.656565656565656575e+00,1.755102040816326259e+00,1.110443743467402156e+00,-1.701380926606913813e-01,-1.187870827511589532e-02
1.310000000000000142e+01,1.141414141414141437e+00,-4.081632653061229021e-02,-1.062673439650866636e-01,-2.622009293143153230e-01,-3.970196195852637722e-01
6.900000000000000355e+00,5.383838383838384090e+00,-1.224489795918368706e-01,7.164959971928988036e-01,9.201475842617523604e-02,-1.932879458353831681e-01
1.880000000000000071e+01,2.414141414141414366e+00,-2.000000000000000000e+00,1.006976754192195012e+00,6.423375341716452969e-02,-3.520963490980744126e-02
1.470000000000000107e+01,5.313131313131313149e+00,9.387755102040813426e-01,1.007285854010268045e+00,-3.385165128315376637e-01,-4.967827949676723726e-02
6.500000000000000000e+00,2.696969696969696795e+00,4.489795918367343042e-01,7.963899524317520351e-01,-9.019200769130816808e-02,-3.274893842404071331e-01
6.300000000000000711e+00,3.686868686868686851e+00,6.122448979591834650e-01,8.687193192224406113e-01,-4.632938073525239564e-01,-7.474285770945021667e-02
1.610000000000000142e+01,5.030303030303030276e+00,3.673469387755101678e-01,7.280794190966349833e-01,5.471929275130569259e-01,-1.369189683578138084e-01
1.700000000000000000e+01,1.353535353535353591e+00,-4.489795918367347483e-01,1.906356726934081147e-01,3.491832102036233620e-01,-3.404900085667336707e-01
1.940000000000000213e+01,3.121212121212121104e+00,1.673469387755101678e+00,1.176972106128546969e+00,-6.777438246299893887e-02,-5.528459243764467790e-02
2.400000000000000355e+00,4.393939393939393590e+00,-3.673469387755103899e-01,5.529998067999252198e-01,-1.476658448829128167e-01,-8.994591319270062169e-02
1.850000000000000000e+01,5.313131313131313149e+00,8.571428571428567622e-01,5.885649774115147004e-01,-5.136753805953779561e-02,-1.107247456635015656e-02
1.070000000000000107e+01,6.090909090909090828e+00,5.306122448979588846e-01,9.054415799213488825e-01,-1.227758904251447930e-01,-2.056283050736193996e-01
8.300000000000000711e+00,6.585858585858585634e+00,-1.591836734693877542e+00,1.249009175568639662e+00,1.718590023337865369e-01,-4.113725779040572350e-02
2.600000000000000089e+00,7.363636363636363313e+00,1.836734693877550839e+00,8.524058448976471469e-01,1.171859089451294106e-01,2.935144709157442092e-02
1.560000000000000142e+01,4.535353535353534582e+00,1.918367346938775420e+00,1.161025384402160965e+00,4.085365851957843686e-02,6.134730232871691896e-05
7.600000000000000533e+00,5.595959595959596022e+00,-1.673469387755102122e+00,1.248383073554335532e+00,2.675513810661040576e-02,-2.758404625622309231e-02
6.900000000000000355e+00,6.090909090909090828e+00,9.387755102040813426e-01,7.517295543227209276e-01,2.952344096515452931e-01,-9.028526687028550629e-03
7.500000000000000000e+00,2.060606060606060552e+00,8.571428571428567622e-01,6.607496017891758555e-01,1.104290023582225333e-01,2.758210009745129705e-03
1.090000000000000036e+01,1.707070707070707183e+00,-1.102040816326530726e+00,1.018019390690566128e+00,4.560732189757753241e-02,-5.837931835223830052e-02
1.320000000000000107e+01,5.949494949494948948e+00,2.857142857142855874e-01,6.678146486847844621e-01,2.181973848939138261e-01,-1.039305506055449579e-01
8.200000000000001066e+00,2.272727272727272485e+00,2.000000000000000000e+00,1.068473309560415974e+00,2.056564670354805655e-02,-2.801371603471923891e-02
1.900000000000000000e+01,3.404040404040403978e+00,1.918367346938775420e+00,1.141017015299799153e+00,-1.449994933549712817e-01,-4.257508014942354424e-02
8.000000000000000000e+00,4.393939393939393590e+00,8.571428571428567622e-01,1.080302044234350944e+00,-3.896859942025019397e-01,-9.232856131942211719e-02
1.120000000000000107e+01,5.737373737373737015e+00,6.122448979591834650e-01,8.194229585449435138e-01,5.234372604629121684e-01,-9.920754575246866491e-02
1.600000000000000089e+00,2.060606060606060552e+00,6.938775510204080454e-01,3.211125301092632722e-01,9.804449268670155371e-02,-2.258494086291467241e-03
1.440000000000000036e+01,5.030303030303030276e+00,1.918367346938775420e+00,1.020463798711627179e+00,-1.810114709209229844e-01,-2.539964256871310704e-03
9.000000000000000000e+00,2.060606060606060552e+00,1.918367346938775420e+00,1.060201054934494014e+00,-1.588297813686460197e-02,-4.293460279055527629e-02
1.420000000000000107e+01,2.060606060606060552e+00,-9.387755102040817867e-01,1.260478200642237256e+00,2.780861545840930260e-01,-2.751032969741741274e-01
1.000000000000000056e-01,5.525252525252525082e+00,-2.857142857142858094e-01,8.834860844496983390e-01,4.860982368241959506e-01,-8.374686698303664134e-02
1.010000000000000142e+01,6.232323232323231821e+00,-1.591836734693877542e+00,7.939307271514421949e-01,-1.250784070069112519e-01,2.904031626930831181e-02
1.120000000000000107e+01,4.606060606060605522e+00,1.918367346938775420e+00,9.404652980707942644e-01,7.209889559121922253e-02,4.037680137279300169e-02
1.340000000000000036e+01,3.545454545454545414e+00,-1.020408163265306145e+00,6.395112472115122015e-01,3.466415145915527352e-02,3.926937026470390252e-02
3.800000000000000266e+00,3.191919191919192045e+00,2.000000000000000000e+00,1.000977023841892022e+00,4.045359142603477398e-02,1.664082164347489498e-02
2.100000000000000089e+00,5.595959595959596022e+00,-8.571428571428572063e-01,8.703203231607818946e-01,-4.583781181416777817e-01,-9.119760438528116964e-02
1.400000000000000000e+01,4.747474747474747403e+00,-2.000000000000000000e+00,9.987509310806089724e-01,-1.268365246655815681e-01,3.741924605767460443e-02
1.200000000000000000e+01,1.707070707070707183e+00,-1.510204081632652962e+00,1.080161437304349992e+00,8.620017871334799409e-02,-1.024516193378087053e-01
1.760000000000000142e+01,2.767676767676767291e+00,7.755102040816326259e-01,1.092145737999974608e+00,-4.417022971059772485e-01,-1.997407615570683803e-01
1.590000000000000036e+01,6.444444444444444642e+00,3.673469387755101678e-01,9.100213476022480652e-01,-4.425724700330207484e-01,-7.646471920662087363e-02
6.900000000000000355e+00,7.575757575757575246e+00,3.673469387755101678e-01,8.358198051910228354e-01,2.802064558539664740e-01,-1.674357162490703044e-01
1.390000000000000036e+01,4.323232323232323537e+00,-1.102040816326530726e+00,6.074453093108340695e-01,-7.652931773250398750e-02,3.769467885744121061e-02
5.900000000000000355e+00,6.232323232323231821e+00,2.857142857142855874e-01,7.971011716303555428e-01,4.940288262766399097e-01,-1.017181039391903963e-01
2.800000000000000266e+00,1.424242424242424310e+00,-2.000000000000000000e+00,1.169205593947706623e+00,1.115895037794367370e-02,-9.225054030122926962e-02
1.800000000000000000e+01,2.838383838383838231e+00,-1.673469387755102122e+00,1.009003656498651980e+00,-5.910090647964411775e-02,2.061600194834660796e-02
1.130000000000000071e+01,5.030303030303030276e+00,-8.571428571428572063e-01,9.619176012428289901e-01,4.000801912691622220e-01,-4.952852082371604625e-02
4.200000000000000178e+00,2.838383838383838231e+00,1.918367346938775420e+00,9.615699106077929548e-01,-8.410840960210477779e-02,-6.874492777495479733e-03
6.300000000000000711e+00,3.404040404040403978e+00,4.489795918367343042e-01,8.696848261944597480e-01,-5.426970710244614082e-01,-1.392326393453132138e-01
8.500000000000000000e+00,4.747474747474747403e+00,-1.673469387755102122e+00,8.786088412257732072e-01,-1.139205811155391407e-01,4.382536108386577561e-02
1.490000000000000036e+01,4.252525252525252597e+00,1.755102040816326259e+00,1.169489219126625734e+00,-6.130220252393793479e-02,-2.155023729334020269e-02
4.600000000000000533e+00,6.020202020202019888e+00,-1.673469387755102122e+00,8.025472765452476009e-01,4.978803656133599237e-04,3.163968853470418979e-02
1.530000000000000071e+01,3.191919191919192045e+00,-1.428571428571428603e+00,1.087981004499318560e+00,2.357238010912477144e-01,-7.419189792804234407e-02
1.360000000000000142e+01,4.111111111111110716e+00,1.673469387755101678e+00,1.076363093153831052e+00,-1.865475064894077384e-01,-2.963606282678270948e-02
1.080000000000000071e+01,4.040404040404039776e+00,-1.918367346938775420e+00,1.136534456834745299e+00,1.318181250957184969e-01,-2.338264633025216588e-02
3.000000000000000000e+00,1.070707070707070718e+00,-7.755102040816328479e-01,8.091441809840193011e-01,-4.287010326037524882e-02,-1.840234627876769224e-01
9.200000000000001066e+00,6.161616161616161769e+00,2.000000000000000000e+00,9.675523825204805917e-01,-1.337812870629639106e-01,1.275144352938327279e-02
3.300000000000000266e+00,2.272727272727272485e+00,-1.265306122448979664e+00,1.270336654185851177e+00,9.580391274308694416e-02,-1.600818055339464641e-01
1.930000000000000071e+01,5.242424242424242209e+00,2.040816326530610070e-01,6.647438114795010122e-01,-4.381608419005090793e-01,-8.565984837956384934e-02
6.000000000000000000e+00,6.939393939393939448e+00,-8.571428571428572063e-01,6.852276174220146565e-01,1.244961497448037746e-01,-1.695490895079190471e-02
6.600000000000000533e+00,3.616161616161615910e+00,2.000000000000000000e+00,1.007572746161887078e+00,-1.033669496168820451e-01,-2.365891803936760393e-02
1.400000000000000133e+00,3.404040404040403978e+00,-1.755102040816326481e+00,9.424769498283355196e-01,-1.507542456154240679e-02,2.813801959905563171e-02
9.200000000000001066e+00,7.646464646464646187e+00,-1.673469387755102122e+00,1.173880680746995031e+00,1.979269462462365237e-01,-2.898793368868751719e-02
1.070000000000000107e+01,7.505050505050505194e+00,1.224489795918364266e-01,8.425346329703589099e-01,-4.302417431270311732e-01,-6.687463246051139620e-02
6.400000000000000355e+00,6.020202020202019888e+00,2.857142857142855874e-01,8.224068321022242056e-01,4.513590700049971427e-01,-6.818549515134404715e-02
5.600000000000000533e+00,5.737373737373737015e+00,-2.857142857142858094e-01,7.585424146423010994e-01,4.164775754146191611e-01,-6.124301399376140542e-02
0.000000000000000000e+00,3.474747474747474474e+00,1.265306122448979220e+00,8.986039663977047898e-01,-2.514180344655401744e-01,-2.607223294624067683e-02
1.920000000000000284e+01,4.111111111111110716e+00,-1.755102040816326481e+00,9.806161901028469519e-01,-1.240163415006422104e-01,4.102937714931600977e-02
1.260000000000000142e+01,1.565656565656565746e+00,6.122448979591834650e-01,2.440908175551682602e-01,8.042030674687626612e-02,-1.041981697668348528e-01
1.130000000000000071e+01,3.191919191919192045e+00,2.040816326530610070e-01,6.166557475358648288e-01,-5.264538212788315574e-01,-1.185226787349364236e-01
1.600000000000000089e+00,1.000000000000000000e+00,1.836734693877550839e+00,1.157749481362685406e+00,5.387145238693086952e-02,-1.005378408863489281e-01
3.200000000000000178e+00,4.040404040404039776e+00,1.673469387755101678e+00,1.195553821053400023e+00,2.630589235222460451e-02,-1.395255083740849604e-02
7.500000000000000000e+00,5.313131313131313149e+00,-1.346938775510204245e+00,1.148827393932540630e+00,-1.415123407459842886e-01,-5.839793272923708006e-02
5.400000000000000355e+00,1.707070707070707183e+00,2.857142857142855874e-01,2.889274516185809105e-01,2.539812682047688508e-01,-3.760541825687487849e-01
1.260000000000000142e+01,3.898989898989898784e+00,1.102040816326530503e+00,9.433772572070554530e-01,-2.761988773038832612e-01,-4.101589605201400035e-02
6.200000000000000178e+00,3.828282828282828287e+00,-1.755102040816326481e+00,1.158042341064599912e+00,-7.754272958908907387e-02,3.225858475874796884e-03
4.800000000000000711e+00,2.626262626262626299e+00,1.020408163265305923e+00,9.467736904802053211e-01,-3.293810490138999181e-01,-9.111687695436201939e-02
6.800000000000000711e+00,3.121212121212121104e+00,1.591836734693877098e+00,1.161078905266021977e+00,-1.651230247633042880e-01,-7.347141602285572892e-02
1.020000000000000107e+01,4.393939393939393590e+00,-1.673469387755102122e+00,9.993558575096053165e-01,1.587213506265348351e-01,-7.478406668981022430e-03
1.800000000000000000e+01,2.909090909090909172e+00,1.836734693877550839e+00,1.084284273328834924e+00,-1.595592079021692367e-01,-6.021502538808939237e-02
6.000000000000000000e+00,2.414141414141414366e+00,6.938775510204080454e-01,1.087099570624983302e+00,-2.564566158717953570e-01,-3.227896509705354133e-01
1.200000000000000178e+00,4.959595959595959336e+00,-1.510204081632652962e+00,1.227924253471991189e+00,-4.040372549948089559e-02,-3.627004385659266666e-02
1.900000000000000133e+00,7.858585858585858119e+00,-1.183673469387755084e+00,8.534212654819118837e-01,2.489839084649964895e-01,-5.638690721460876522e-04
1.460000000000000142e+01,5.595959595959596022e+00,1.346938775510203801e+00,9.399974051947770359e-01,-2.515406641683797240e-01,-6.176152915544735368e-03
1.780000000000000071e+01,5.171717171717171269e+00,5.306122448979588846e-01,6.593697231442864348e-01,3.111378159739465743e-01,-5.126069415247308525e-02
1.830000000000000071e+01,1.212121212121212155e+00,-1.591836734693877542e+00,1.163085351136026624e+00,4.754686885193694368e-02,-1.624672321098452055e-01
1.980000000000000071e+01,4.535353535353534582e+00,5.306122448979588846e-01,9.571516273059794688e-01,-4.758728045230977699e-01,-1.055473139456510473e-01
4.500000000000000000e+00,6.303030303030302761e+00,-1.224489795918368706e-01,7.561873166809747193e-01,-3.938446901427901659e-01,-1.083555294432455574e-01
5.100000000000000533e+00,1.919191919191919116e+00,1.591836734693877098e+00,1.132542114551537304e+00,-1.365159595646298907e-01,-1.302984780282854249e-01
6.600000000000000533e+00,5.030303030303030276e+00,1.265306122448979220e+00,7.378878457543360803e-01,-6.929740094314898458e-02,2.287665287083748278e-02
1.810000000000000142e+01,4.323232323232323537e+00,4.489795918367343042e-01,6.167247924476223497e-01,-3.713056701769111845e-01,-5.770024965496071967e-02
9.000000000000000000e+00,7.575757575757575246e+00,4.489795918367343042e-01,7.168729965962614692e-01,2.957373534731191911e-01,-6.254796402080932405e-02
1.740000000000000213e+01,2.909090909090909172e+00,6.938775510204080454e-01,9.692312946480347025e-01,-4.815944867091355164e-01,-1.508386072304027103e-01
6.000000000000000000e+00,5.666666666666666075e+00,1.224489795918364266e-01,7.885175731403082366e-01,4.935276147634349297e-01,-7.490407085552858168e-02
1.650000000000000000e+01,1.353535353535353591e+00,-1.265306122448979664e+00,1.112256216247409446e+00,1.707672744992186006e-02,-1.180625871903604462e-01
1.750000000000000000e+01,1.212121212121212155e+00,-1.918367346938775420e+00,1.108214369031750968e+00,8.331799195657678403e-03,-1.044023139361738572e-01
5.700000000000000178e+00,6.656565656565656575e+00,-7.755102040816328479e-01,6.627187798636813287e-01,1.748847784685631512e-01,-2.433993920557464205e-02
9.500000000000000000e+00,7.929292929292929060e+00,4.081632653061229021e-02,7.380210095106564117e-01,2.995579436942690799e-01,-1.189692587575924138e-01
7.400000000000000355e+00,1.989898989898989834e+00,-5.306122448979593287e-01,8.984832018527448838e-01,4.738285452900802830e-01,-3.916825772765007985e-01
1.760000000000000142e+01,1.848484848484848397e+00,2.857142857142855874e-01,2.086771537579109326e-01,3.327934783099786853e-01,-3.218819062114677276e-01
1.110000000000000142e+01,1.212121212121212155e+00,-1.673469387755102122e+00,1.123068706543355111e+00,2.005933818926281670e-02,-1.159444823529437035e-01
1.100000000000000089e+00,4.181818181818181657e+00,1.265306122448979220e+00,9.599305040783114862e-01,-2.565300696519626222e-01,-2.438038413344634225e-02
9.700000000000001066e+00,7.929292929292929060e+00,1.591836734693877098e+00,8.107379118019228947e-01,-1.043108396175543295e-02,2.138150099460096529e-02
1.460000000000000142e+01,7.080808080808080440e+00,1.020408163265305923e+00,7.320633057493449725e-01,4.749471878166260791e-02,-2.120936734815019944e-03
1.150000000000000000e+01,3.757575757575757347e+00,-1.755102040816326481e+00,1.214687661878575797e+00,2.676219487434060296e-02,-2.327735665992012107e-02
1.230000000000000071e+01,4.040404040404039776e+00,-1.673469387755102122e+00,1.152446123674099487e+00,-9.236631686618271275e-02,6.258187083405654470e-04
1.310000000000000142e+01,4.040404040404039776e+00,-7.755102040816328479e-01,5.824107177017615600e-01,-3.407844267216529888e-01,2.338451797300870362e-03
1.690000000000000213e+01,5.242424242424242209e+00,2.000000000000000000e+00,1.084638285900711541e+00,1.032084460559254124e-01,2.447873630172197820e-02
4.299999999999999822e+00,1.424242424242424310e+00,9.387755102040813426e-01,1.314415331355571093e+00,-1.781304875713315139e-01,-3.341388698657260514e-01
1.790000000000000213e+01,7.646464646464646187e+00,9.387755102040813426e-01,1.046184624436150123e+00,-4.138965355542888469e-01,-1.060604451073451637e-01
7.000000000000000000e+00,2.696969696969696795e+00,-1.346938775510204245e+00,9.058496336670577298e-01,1.056681009069086602e-01,-8.058405065015481969e-03
6.200000000000000178e+00,5.666666666666666075e+00,1.591836734693877098e+00,8.229355734918297749e-01,1.951967482484728567e-01,3.205606601929434502e-02
1.130000000000000071e+01,1.565656565656565746e+00,-2.000000000000000000e+00,1.084451219530326860e+00,-3.483699181056463916e-03,-6.961749777776975179e-02
1.310000000000000142e+01,7.151515151515151381e+00,6.122448979591834650e-01,8.622694940587379842e-01,4.385802457431855483e-01,-7.136788606106288235e-02
1.100000000000000000e+01,5.666666666666666075e+00,1.224489795918364266e-01,7.130831694627549622e-01,4.831966603388776482e-01,-1.119680841343755340e-01
1.360000000000000142e+01,7.363636363636363313e+00,1.591836734693877098e+00,9.100747491938284695e-01,2.193904134971471076e-01,8.321873577606648739e-03
8.400000000000000355e+00,4.959595959595959336e+00,1.265306122448979220e+00,1.031372719544528804e+00,-2.957355388035993182e-01,-2.912826624063545589e-02
2.200000000000000178e+00,6.797979797979797567e+00,-1.346938775510204245e+00,1.151788292852089501e+00,2.735422019628035994e-01,-5.007734041180164630e-02
1.400000000000000133e+00,6.939393939393939448e+00,-6.938775510204082675e-01,9.125523154053435393e-01,3.717478400428559371e-01,-4.280830863406844683e-02
1.300000000000000044e+00,5.101010101010101216e+00,-1.102040816326530726e+00,1.049660503498718311e+00,-1.909534630306582159e-01,-1.001711187108845491e-01
9.000000000000000222e-01,1.636363636363636243e+00,-1.265306122448979664e+00,1.178363260125922407e+00,1.832586529588698110e-01,-1.853548181748931045e-01
1.350000000000000000e+01,2.909090909090909172e+00,-1.020408163265306145e+00,8.301139002390045540e-01,2.304775826137563377e-01,-2.828931286301175976e-02
1.830000000000000071e+01,6.444444444444444642e+00,1.020408163265305923e+00,8.690432566679545667e-01,4.081751100890922968e-01,-3.292895411872266698e-02
1.590000000000000036e+01,3.191919191919192045e+00,1.102040816326530503e+00,7.540907486419454742e-01,-2.302730564685505701e-02,4.486431410585971918e-02
7.100000000000000533e+00,5.595959595959596022e+00,-6.122448979591836871e-01,1.013044539527779175e+00,2.212067214449288388e-01,-2.013638771337092348e-01
1.210000000000000142e+01,5.666666666666666075e+00,-1.836734693877551061e+00,1.012154299975870808e+00,1.600827258503806916e-01,-5.290500073017589001e-04
1.370000000000000107e+01,3.121212121212121104e+00,1.102040816326530503e+00,1.207987112964294951e+00,3.451133086984704834e-02,-1.054069675895272645e-01
1.700000000000000178e+00,6.585858585858585634e+00,7.755102040816326259e-01,7.232254044181657404e-01,2.781384417978451373e-01,-2.480404190371276671e-02
1.869999999999999929e+01,7.010101010101009500e+00,-4.081632653061229021e-02,7.681047695694878108e-01,4.528515866281467850e-01,-8.061591587969485495e-02
1.470000000000000107e+01,2.555555555555555358e+00,-8.571428571428572063e-01,1.215733756994412662e+00,3.474466266667477488e-01,-2.370862408463761395e-01
4.000000000000000000e+00,7.434343434343434254e+00,-1.102040816326530726e+00,1.028503359768840886e+00,-3.244359980992234660e-01,-8.855118019523629258e-02
1.500000000000000000e+01,3.474747474747474474e+00,-1.265306122448979664e+00,9.558436033026584955e-01,2.597316592076734931e-01,-4.407678096555878167e-02
3.400000000000000355e+00,4.959595959595959336e+00,-5.306122448979593287e-01,5.136405856141377235e-01,9.012559067196926343e-02,-6.178690201362615347e-02
1.130000000000000071e+01,6.868686868686868507e+00,1.836734693877550839e+00,1.153643223579510657e+00,-1.308226033593987425e-01,-1.219345986373210518e-02
1.320000000000000107e+01,5.030303030303030276e+00,1.428571428571428381e+00,8.454038815200827228e-01,-1.634111794313433674e-01,1.185751833779714361e-02
1.090000000000000036e+01,4.818181818181818343e+00,1.224489795918364266e-01,7.742835907128539086e-01,5.270137047562194477e-01,-7.913508696366707007e-02
1.040000000000000036e+01,4.606060606060605522e+00,-1.224489795918368706e-01,7.735932602811833592e-01,4.986460508759494870e-01,-7.971631555019721704e-02
1.200000000000000178e+00,6.515151515151514694e+00,-6.938775510204082675e-01,9.488445330545093315e-01,3.759495420379245778e-01,-5.737525545323352016e-02
7.100000000000000533e+00,1.353535353535353591e+00,-8.571428571428572063e-01,1.259784790028384505e+00,1.650316638965306781e-01,-3.762427016072378838e-01
3.500000000000000000e+00,4.959595959595959336e+00,-1.591836734693877542e+00,8.037035514833079652e-01,4.394348925086166702e-03,3.138307340516865301e-02
1.880000000000000071e+01,4.676767676767676463e+00,1.510204081632652962e+00,8.722509228070804976e-01,-1.774941804341374496e-01,7.969413441432204870e-03
5.900000000000000355e+00,3.828282828282828287e+00,8.571428571428567622e-01,7.898914271940982168e-01,-2.949120385304751513e-01,-2.159627874032510678e-02
9.300000000000000711e+00,4.464646464646464530e+00,2.857142857142855874e-01,6.429771690249459493e-01,4.449827249319836531e-01,-1.760128490121419254e-01
1.630000000000000071e+01,4.676767676767676463e+00,-2.040816326530614511e-01,7.821761819331081167e-01,4.467803357504298578e-01,-7.435050285866388886e-02
